,text,sentiment
3184,"['uber', 'report', 'loss', 'would', 'make', 'wework', 'blush', 'good', 'news']",2
3185,"['good', 'back', 'couch', 'host', 'yfi', 'show', 'live', 'dot', 'com', '10-11', 'today', 'get', 'thing', 'impeachment', 'inquiry', 'wework', 'fiasco', 'amzn', 'alexa', 'event', 'vaping', 'bill', 'fun', 'tune']",2
3186,"['worth', 'wework', 'already', 'not', 'value', 'anything', 'near', '47billion']",1
3187,"['former', 'wework', 'ceo', 'side', 'bet', 'seek', '500', 'million', 'property', 'fund', 'via']",2
3188,"['wework', 'expert', 'library']",2
3189,"['wework', 'reportedly', 'go', 'ahead', 'ipo', 'despite', 'investor', 'call', 'delay', 'guardian', 'via']",2
3190,"['spectacular', 'rise', 'fall', 'wework', 'via']",2
3191,"['fire', 'adam', 'neumann', 'not', 'solve', 'wework', 'big', 'problem', 'underlie', 'business', 'stink', 'uber', 'johnangel', '1977']",1
3192,"['community-adjusted', 'equity', 'fine', 'sigh']",2
3193,['wth'],2
3194,"['example', 'maker', 'get', 'capital', 'prove', 'sale', 'investor', 'want', 'mitigate', 'risk', 'bet', 'sure', 'thing', 'like', 'uber', 'wework', 'juul', 'funding', 'artist', 'maker', 'critical', 'success', 'artist', 'force', 'side-hustles', 'second', 'job']",2
3195,"['big', 'fan', 'tesla', 'however', 'see', 'happen', 'wework', 'start', 'get', 'worried', 'bear', 'case', 'layman', 'term', 'engineer', 'not', 'finance', 'guy']",2
3196,"['postpones', 'ipo', 'report', 'wait', ':p']",2
3197,"['love', 'give', 'massive', 'thank', 'everyone', 'make', 'linkedin', 'marketing', 'meetup', 'powerful', 'tonight', 'samantha', 'demetriou', 'thank', 'stay', 'back', 'priscila', 'vielitz', 'rock', 'thank', 'wework', '50', 'carrington', 'st', 'sydney', 'cbd', 'appreciate']",3
3198,"['white', 'adjacent', 'see', 'wework', 'adam', 'neumann']",2
3199,"['softbank', 'urge', 'wework', 'shelve', 'ipo', 'valuation', 'concern', 'ft']",2
3200,"['meet', 'speaker', 'talia', 'nassi', 'software', 'engineer', 'test', 'wework', 'israel']",2
3201,"['wework', 'one', 'company', 'go', 'super', 'super', 'hard', 'built', 'huge', 'space', 'multiple', 'city', 'rent', 'whole', 'building', 'gutted', 'built', 'massive', 'co-working', 'space', 'doom', 'get', 'go']",2
3202,"['vietnam', 'terrible', 'customer', 'service', 'mistreat', 'another', 'colleague', 'give', 'benefit', 'doubt', 'withholding', 'deposit', 'rude']",1
3203,"['bloomberg', 'softbank', 'plan', 'billion', 'rescue', 'financing', 'wework', 'via']",2
3204,"['wework', 'announce', 'monday', 'cancel', 'long-awaited', 'ipo', 'accord', 'report', 'decision', 'come', 'two', 'week', 'company', 'elect', 'push', 'back', 'ipo', 'one', 'week', 'ceo', 'adam', 'neumann', 'sudden']",2
3205,"['wework', 'say', 'divest', 'non-core', 'business', 'wework', 'release', 'friday', '90', 'day', 'game', 'plan', 'detail', 'sweep', 'change', 'business', 'include', 'divestiture', 'non-core', 'business', 'reduction', 'headcount', 'cnbc', 'report', 'change']",2
3206,"['wework', 'debacle', 'show', 'danger', 'much-hyped', 'founder', 'much', 'power']",2
3207,"['yeah', 'also', 'feel', 'shaky', 'think', 'particular', 'feel', 'like', 'wework', 'might', 'go', 'similar', 'process', 'run', 'cash', 'gotta', 'raise', 'price', 'meet', 'long-term', 'lease', 'obligation', 'collapse']",1
3208,"['wework', 'team', 'washington', 'state', 'new', 'maritime', 'startup', 'accelerator']",2
3209,"['renovation', 'work', 'wework', 'ceo', 'adam', 'neumann', '10.5', 'million', 'manhattan', 'townhome', 'lead', 'dispute', 'contractor', 'million', 'allege', 'unpaid', 'bill', 'via']",2
3210,"['wework', 'reduce', 'ceo', 'voting', 'power']",2
3211,"['wework', 'valuation', 'could', 'fall', '20', 'billion', 'ipo']",2
3212,"['present', 'karanvirwani', 'cweo', 'keynote', 'speaker', '2019']",2
3213,"['softbank', 'take', 'control', 'wework', 'source']",2
3214,"['wework', 'shelf', 'ipo', 'new', 'leadership', 'via', 'business', 'insider']",2
3215,"['wework', 'accepted', 'rescue', 'package', '9.5', 'billion', 'softbank', 'pick', '80', 'stake', 'mybs.in/2x9xwkp']",2
3216,"['one', 'mine', 'mortgage', 'build', 'wework', 'big', 'tenant', 'mortgage-backed', 'security']",2
3217,"['wework', 'may', 'act', 'like', 'tech', 'company', 'not', 'tech', 'company', 'commercial', 'real', 'estate', 'company', 'want', 'disruptive', 'disrupt', 'right', 'business']",1
3218,"['wework', 'considers', 'drop', 'valuation', '20', 'billion', 'dow', 'jones']",2
3219,"['monzey', 'digital', 'medium', 'llc', 'go', 'wework', 'event', 'coverage', 'footage']",2
3220,"['next', 'even', 'dean', 'wormer', 'would', 'create', 'well', 'governance']",2
3221,"['wewithdraw', 'wework', 'expect', 'put', 'ipo']",2
3222,"['wework', 'one', 'moron', 'ruin', 'everyone', 'else', 'neumann', 'single-handedly', 'reinforce', 'negative', 'stereotype']",1
3223,"['wework', 'pull', 'thousand', 'phone', 'booth', 'service', 'formaldehyde', 'scare']",1
3224,"['obvious', 'answer', 'id', 'put', 'wework', 'charge', 'reduce', 'balance', 'sheet', 'duh']",1
3225,"['wework', 'confirms', 'billion', 'lifeline', 'softbank', 'group', 'name', 'new', 'executive', 'chairman', 'techcrunch']",2
3226,"['jamie', 'dimon', 'weighs', 'wework', 'ipo', 'debacle', 'like', 'independent', 'chairman', 'jamie']",2
3227,"['softbank', 'masa', 'son', 'favor', 'oust', 'wework', 'ceo', 'adam', 'neumann']",2
3228,"['inside', 'jp', 'morgan', 'move', 'wework', 'prove', 'messy', 'proposition']",2
3229,"['bbc', 'news', 'wework', 'warns', 'job', 'cut', 'softbank', 'rescue']",2
3230,"['wework', 'drop', 'campaign', 'enter', 'dow']",2
3231,"['wework', 'uber', 'proof', 'valuation', 'meaningless', 'techcrunch']",1
3232,"['ovide', 'left', 'say', 'disaster', 'hard', 'imagine', 'happy', 'end', 'except', 'may', 'choke', '47b', 'pending', 'lease', 'payment', 'via']",1
3233,"['richard', 'water', 'wework', 'fail', 'ipo', 'last', 'month', 'many', 'growth', 'stage', 'company', 'choose', 'remain', 'private', 'rather', 'go', 'public']",2
3234,"['stumble', 'uber', 'wework', 'not', 'mean', 'end', 'tech', 'vía']",3
3235,"['see', 'company', 'like', 'go', '47b', 'shelvinh', 'ipo', 'run', 'cash', 'spring', '84', 'ipo', 'last', 'month', 'yet', 'turn', 'profit']",2
3236,"['not', 'san', 'francisco', 'fault', 'capitalism', 'fault', 'allocate', 'office', 'space', 'wework', 'ride', 'share']",1
3237,"['next', 'time', 'feel', 'inadequate', 'remember', 'adam', 'neumann', 'offer', '1.7', 'get', 'fuck', 'role']",1
3238,"['wework', 'could', 'run', 'cash', 'mid-november', 'would', 'happen', 'next']",2
3239,"['sex', 'tequila', 'tiger', 'employee', 'inside', 'adam', 'neumann', 'wework', 'talk', 'nonstop', 'party', 'attain', '100', 'billion', 'dream', 'messy', 'reality', 'tanked']",2
3240,"['scott', 'galloway', 'say', 'market', 'shift', 'trouble', 'uber', 'wework']",2
3241,"['gangster', 'heist', 'since', 'madoff', 'ceo', 'wework', 'adam', 'neumann', 'sell', '700m', 'worth', 'stock', 'bogus', 'valuation', 'company', 'fail', 'ipo', 'attempt', 'reveal', 'worth', 'fraction']",1
3242,"['wework', 'base', 'new', 'york', 'not', 'base', 'new', 'york']",2
3243,"['garble', 'news', 'update', 'ripple', 'buy', 'abandon', 'wework', 'office', 'icelandic', 'ice', 'castle', 'able', 'work', 'month', 'year', 'office', 'different', 'every', 'year', 'board', 'say', 'blow', 'torch', 'every', 'floor', 'v', 'fire', 'ext', 'case', 'umbrella', 'get', 'stuck']",2
3244,"['wework', 'hr', 'invite', 'employee', 'sign', 'goodbye', 'check', 'depart', 'ceo']",2
3245,"['future', 'work', 'denilen', 'freelance', 'çalışmanın', 'yaygınlaşacağı', 'fikri', 'giderek', 'güçleniyor', 'wework', 'müşterilerinin', 'listesine', 'bakabilirsen', 'bunlara', 'verilecek', 'altyapının', 'yaratacağı', 'ekonomik', 'büyüklüğü', 'hesaplayabilirsen', 'belki', 'yanıt', 'olabilir', 'belki', 'de', 'onlar', 'da', 'sandıkları', 'satıyordur']",2
3246,"['wework', 'rescue', 'big', 'shareholder', 'softbank', 'james', 'cook']",2
3247,"['wework', 'warns', 'tenant', '2,300', 'phone', 'booth', 'may', 'hazard']",1
3248,"['wework', 'account', '69', 'coworking', 'space', 'lease', 'third', 'quarter', 'even', 'crisis', 'loom']",1
3249,"['new', 'article', 'wework', 'reportedly', 'abandon', 'plan', 'move', 'headquarters', 'lord', 'taylor', 'building', 'october', '23', '2019']",2
3250,"['never', 'understood', 'wework', 'use', 'service', 'office', 'provider', 'cost', 'effective', 'great', 'premise', 'incl', 'brilliant', 'floor', 'beijing', 'yintai', 'centre', 'not', 'tech', 'consciousness-raising', 'movement', 'office', 'fake', 'hyped', 'liquidity', 'fuel', 'capitalism']",1
3251,"['layoff', 'expect', 'wework', 'come', 'week']",2
3252,"['wework', 'fiasco', 'make', 'employee', 'wonder', 'share', 'set', 'fire', 'talk', 'expert', 'say', 'tech', 'startup', 'worker', 'dark', 'much', 'equity', 'worth', 'wework', 'indefinitely', 'postpone', 'ipo', 'accord']",2
3253,"['short', 'wework']",1
3254,"['work', 'progress', 'even', 'trouble', 'still', 'via']",3
3255,"['wework', 'open', 'new', 'site', 'breakneck', 'speed', 'despite', 'cash-burn', 'concern']",2
3256,"['pull', 'thousand', 'service', 'scare']",1
3257,"['wow', 'great', 'come', 'cheat', 'many', 'people', 'time', 'do', 'mastery', 'many', 'review', 'training', 'publish', 'soon', 'two', 'different', 'league', 'cheater']",1
3258,"['check', 'softbank', 'ceo', 'masayoshi', 'son', 'wildly', 'optimistic', 'slide', 'turn', 'wework', 'profitable']",2
3259,"['wework', 'call', 'looser', 'loan', 'policy', 'co-working', 'tenant']",2
3260,"['lesson', 'learn', 'wework', 'non', 'ipo', 'infomoney']",2
3261,"['detour', 'road', 'wework', 'ipo']",2
3262,"['do', 'recon', 'al', 'western', 'sydney', 'take', 'wework', 'space']",2
3263,"['corporate', 'governance', 'expert', 'say', 'mr', 'neumann', 'ownership', 'building', 'lease', 'wework', 'unusual', 'large', 'company', 'totally', 'normal', 'nothing', 'see', 'folk']",2
3264,"['short', 'interest', 'wework', 'bond', 'jump', 'record', 'high']",2
3265,"['dont', 'think', 'thats', 'case', 'play', 'bond', 'bet', 'type', 'consent', 'fee', 'waive', 'covenant', 'wework', 'access', 'credit', 'either', 'tbe', 'ipo', 'scenario', 'equity', 'claw', 'fail', 'ipo', 'scenario']",2
3266,"['wework', 'go', 'public', 'thing', 'know', 'office-sharing', 'company']",2
3267,"['incredible', 'leak', 'image', 'come', 'wework', 'hq', 'right']",2
3268,"['wait', 'unveils', 'new', 'blood', 'diagnostics', 'business', 'gonna', 'huge']",1
3269,"['wework', 'reportedly', 'delayed', 'layoff', 'short', 'cash', 'business', 'insider']",2
3270,"['wework', 'flu', 'strike', 'heart', 'equity', 'market', 'bloomberg']",2
3271,"['wework', 'board', 'considers', 'rescue', 'plan', 'softbank', 'jpmorgan']",2
3272,"['wework', 'get', 'hammer', 'finally', 'act', 'like', 'adult']",1
3273,"['sloppy', 'wework', 'accurate']",1
3274,"['asc', '842', 'accounting', 'change', 'require', 'company', 'put', 'long', 'term', 'lease', 'balance', 'sheet', 'really', 'curious', 'thing', 'relates', 'wework', 'one', 'hand', 'kill', 'balance', 'sheet', 'hand', 'could', 'potentially', 'increase', 'enterprise', 'sale']",2
3275,"['softbank', 'push', 'wework', 'postpone', 'contentious', 'ipo', 'via']",2
3276,"['mother', 'round', 'softbank', 'seek', 'majority', 'stake', 'wework', 'bailout', 'deal']",2
3277,"['softbank', 'take', '80', 'percent', 'wework', 'via']",2
3278,"['pay', 'adam', 'neuman', '200m', 'leave', 'board', 'via']",2
3279,"['softbank', 'broke', 'almost', 'every', 'rule', 'invest', 'create', 'big', 'fund', 'ever', 'delay', 'wework', 'ipo', 'selloff', 'big', 'holding', 'show', 'potential', 'cost', 'rule-breaking', 'via']",2
3280,"['winner', 'giant', 'ponzi', 'scheme', 'look', 'like', 'softbank', 'reportedly', 'give', 'wework', 'founder', 'adam', 'neumann', '1.7', 'billion', 'step', 'board', 'via']",2
3281,"['hola', 'unroll', 'ask', 'thread', 'not', 'even', 'begin', 'see', 'anger', 'unleashed', 'adam', 'neumann', '15,000', 'people', 'right', 'talk', 'soon']",1
3282,"['also', 'mis-match', 'play', 'real', 'estate', 'v', 'liquid', 'strategy', 'inability', 'market', 'participant', 'parse', 'business', 'model', 'never', 'make', 'sense', 'guy', 'never', 'sell', 'side', 'trade', 'owner', 'landlord']",1
3283,"['softbank', 'vision', 'fund', 'disaster', 'logic', 'not', 'make', 'sense', 'day', 'one', 'except', 'way', 'grift']",1
3284,"['full', 'house', 'last', 'night', 'pitch', 'inaugural', 'london', 'lab', 'demo', 'day', 'consumer', 'retail', 'leisure', 'want', 'help', 'u', 'disrupt', '94bn', 'group', 'leisure', 'activity', 'market', 'raise', '150k', 'round']",3
3285,"['not', 'understand', 'equity', 'work', 'want', 'different', 'system', 'try', 'start', 'business', 'borrow', 'vast', 'sum', 'money', 'take', 'risk', 'give', 'away', 'ownership', 'company', 'staff', 'see', 'go', 'wework', 'suck', 'owner']",1
3286,"['wework', 'kushner', 'tenant']",2
3287,"['wework', 'make', 'money']",2
3288,"['wework', 'go', '47', 'billion', 'valuation', 'bankruptcy', 'talk', 'week']",2
3289,"['rise', 'risk', 'softbank', 'draw', 'concern', 'investor', 'conglomerate', 'nearly', '10', 'billion', 'bailout', 'wework']",2
3290,"['wework', 'money', 'not', 'go', 'well', 'together']",1
3291,"['report', 'neumann', 'step', 'ceo']",2
3292,"['take', 'last', 'part', 'shareholder', 'approval', 'wework']",2
3293,"['wrap', 'mastercard', 'movista', 'natural', 'insight', 'houlihan', 'lokey', 'freeman', 'wework', 'softbank']",2
3294,"['wework', 'ceo', 'adam', 'neumann', 'step', 'amid', 'firm', 'ipo', 'woe']",2
3295,"['three', 'ceo', 'major', 'business', 'show', 'door', 'week', 'wework', 'adam', 'neumann', 'ebay', 'devin', 'wenig', 'juul', 'kevin', 'burn', 'age', 'imperious', 'chief', 'executive', 'come', 'end']",2
3296,"['fraction', 'wework', 'stock', 'worth', 'much', 'company', 'failure', 'number', 'appear', 'pull', 'air']",1
3297,"['provide', 'additional', '8bn', 'take', 'control', 'amidst', 'take', 'exit']",2
3298,"['low', 'gross', 'margin', 'tech-enabled', 'real', 'world', 'company', 'assume', 'real', 'fcf', 'operational', 'leverage', 'outperform', 'next', 'year', 'everyone', 'overcorrects', 'post-wework']",2
3299,"['softbank', 'prepared', 'financing', 'package', 'wework', 'would', 'give', 'control', 'share', 'office', 'space', 'company']",2
3300,"['audio', 'visual', 'engineer', 'chicago', 'illinois', 'united', 'state', 'america', 'wework', 'role']",2
3301,"['wework', 'list', 'nasdaq', 'make', 'governance', 'change', 'comment']",2
3302,"['wework', 'failure', 'softbank', 'day', 'reckon']",1
3303,"['say', 'global', 'ai', 'fraud', 'wework']",1
3304,"['report', 'wework', 'ceo', 'adam', 'neumann', 'may', 'oust', 'soon', 'monday', 'via']",2
3305,"['wework', 'open', 'norcal', 'space', 'public', 'shut-off', 'area']",2
3306,"['excite', 'first', 'lunch', 'learn', 'tomorrow', 'shepard', 'bush']",3
3307,"['found', 'job', 'left', 'wework', 'american', 'real', 'estate', 'company', 'provide', 'share', 'workspace', 'technology', 'startup', 'service', 'enterprise', 'found', '2010', 'headquarter', 'new', 'york', 'city']",2
3308,"['9984', 'wework', 'neumann', 'face', 'bid', 'oust', 'ceo', 'via']",2
3309,"['wework', 'new', 'chairman', 'claure', 'say', 'layoff', 'come', 'internal', 'memo']",2
3310,"['two', 'year', 'ago', 'say', 'wework', 'scam', 'look', 'current', 'state', 'affair', 'see', 'never', 'anything', 'finesse', 'watch', 'clip', 'founder', 'blowing', 'smoke', 'butt', 'try', 'convince', 'u', 'tech', 'company', 'par', 'uber']",1
3311,"['wework', 'veut', 'introduire', 'en', 'bourse', 'wall', 'street', 'trouve', 'ça', 'risqué', 'via']",2
3312,"['cramer', 'go', 'full-on', '1980s', 'coke', 'fiend', 'wework', 'morning']",1
3313,"['way', 'wework', 'board', 'member', 'pressure', 'ceo', 'adam', 'neumann', 'step']",2
3314,['lesshttps'],2
3315,"['wework', 'embattle', 'ceo', 'step']",2
3316,"['wework', 'buy', 'first', 'office', 'building', '330', 'million', 'via']",2
3317,"['wework', 'slash', 'ipo', 'valuation', 'less', '25', 'billion', 'weak', 'demand']",2
3318,"['wework', 'late', 'news', '2019', 'soap', 'opera', 'company']",1
3319,"['everyone', 'amaze', 'reporting', 'wework', 'matt', 'levine', 'deserves', 'business', 'journalism', 'award', 'commentary', 'bc', 'cackle']",2
3320,"['title', 'wework', 'pull', 'ipo', 'filing', 'wonder', 'get', 'ipo', 'account', 'ipo']",2
3321,"['u', 'every', 'single', 'day', 'wework']",2
3322,"['lesson', 'tech', 'startup', 'unit', 'economics', 'wework', 'ipo', 'fallout']",2
3323,"['vowed', 'would', 'bailouts', 'portfolio', 'bit.ly/2nnqpct']",2
3324,"['adam', 'neumann', 'reportedly', 'face', 'pressure', 'step', 'look', 'like', 'fight', 'life', 'wework', 'softbank']",2
3325,"['concise', 'summary', 'fiasco', 'see', 'brilliant']",2
3326,"['wework', 'likely', 'scale', 'back', 'question']",2
3327,"['wework', 'next', 'theranos']",2
3328,"['answer', 'crucial', 'factor', 'lead', 'wework', 'overvalue']",2
3329,"['wework', 'curb', 'ceo', 'voting', 'power', 'bid', 'boost', 'ipo', 'prospect']",2
3330,"['lot', 'people', 'work', 'hard', 'problem', 'lot', 'case', 'little', 'take', 'bunch', 'cheap', 'money', 'tear', 'masturbatory', 'frenzy', 'scale', 'look', 'wework', 'sell', '100', 'note', '50', 'scale', 'pretty', 'quickly']",1
3331,"['innovate', 'space', 'company', 'also', 'pose', 'unique', 'risk', 'office', 'property', 'walter', 'johnston', 'explains', 'space', 'disrupt', 'every', 'step', 'valuation', 'process', 'learn', 'solve', 'problem']",2
3332,"['wework', 'plan', 'list', 'share', 'nasdaq', 'kbjr']",2
3333,"['wework', 'ipo', 'would', 'fun', 'still', 'chuckle-worthy', 'ipo', 'off', 'colleague', 'point', 'outhttps']",2
3334,"['woman', 'talk', 'tech', 'policy', 'event', 'woman', 'tech', 'campaign', 'dc', 'discuss', 'inclusion', 'make', 'good', 'community', 'join', 'thebridge', 'attend', 'future', 'event', 'like']",2
3335,"['current', 'former', 'staffer', 'wework', 'outrage', 'former', 'ceo', 'cofounder', 'adam', 'neumann', 'would', 'get', 'massive', 'payout', 'ran', 'company', 'ground']",1
3336,"['need', 'new', 'tool', 'public', 'speak', 'portfolio', 'join', 'u', 'present', 'confidence', 'workshop', 'wework', 'coda', 'tech', 'square', 'tues', '9/17', '19', '6pm', '8:', '30pm', 'see', 'link', 'register', 'see']",2
3337,"['business', 'wework', 'delay', 'chilly', 'reception', 'investor']",2
3338,"['nothing', 'sum', 'disingenuousness', 'campaign', 'smear', 'corbyn', 'antisemitic', 'like', 'someone', 'wonder', 'aloud', 'one', 'jewish', 'supporter', 'pass', 'confessional', 'test', 'seven-eighths', 'jewish', 'mom', 'mom', 'hateful', 'dipshithttps']",1
3339,"['today', 'also', 'mark', 'begin', 'romance', 'public', 'transport', 'take', 'metro', 'wework', 'location', 'total', 'breeze', '12', 'min', 'office', 'home']",2
3340,"['softbank', 'upped', 'investment', 'wework', 'billion', 'bring', 'total', 'stake', '10.4', 'billion', 'time', 'wework', 'valuation', 'pegged', '47', 'billion', '1/2019', '10bn', 'ipo']",2
3341,"['fall', 'wework', 'startup', 'darling', 'come', 'unglued', 'aka', 'lose', '40', 'billion', 'month']",2
3342,"['new', 'top', 'story', 'hacker', 'news', 'wework', 'parent', 'pull', 'ipo', 'follow', 'pushback']",2
3343,"['softbank', 'reportedly', 'planning', 'take', 'control', 'troubled', 'office', 'space', 'provider', 'wework']",2
3344,"['bad', 'wework', 'could', 'get', 'even', 'bad']",1
3345,"['discuss', 'sftbf', 'sftbf', 'wework', 'without', 'softbank', 'bailout', 'deal', 'reel', 'space-sharing', 'company']",2
3346,"['ソフトバンクｇ株', '自社株買い発表前水準まで下落', 'wework混乱']",2
3347,"['wework', 'failure', 'softbank', 'day', 'reckon']",1
3348,"['wework', 'ceo', 'adam', 'neumann', 'step', 'report']",2
3349,"['wework-owned', 'meetup', 'confirms', 'restructuring', 'layoff']",2
3350,"['wework', 'elon', 'musk-founded', 'company', 'want', 'turn', 'abandon', 'san', 'francisco', 'u', 'army', 'post', '200', 'million', 'campus', 'change', 'never', 'happen']",1
3351,"['wework', 'ipo', 'delay', 'bursting', 'softbank', 'bubble']",2
3352,"['embattle', 'wework', 'eye', 'possible', 'savior', 'jpmorgan', 'push', 'ahead', 'softbank']",2
3353,"['ceo', 'exit', 'record', 'pace', 'wework', 'juul', 'ebay', 'boss', 'last', '24', 'hour']",1
3354,"['problem', 'adult', 'room', 'not', 'act', 'like', 'adult', 'one', 'adult', 'perhaps', 'mr', 'neumann', 'critical', 'enabler', 'jpmorgan', 'chase']",1
3355,"['wework', 'sell', 'conductor', 'seo', 'company', 'layoff', 'possible', 'via', 'martinibuster']",2
3356,"['wealth', 'management', 'not', 'age', 'well', 'wework', 'drama', 'private', 'meeting', 'elon', 'musk']",1
3357,"['tour', 'representative', 'whose', 'mission', 'create', 'world', 'people', 'work', 'make', 'life', 'not', 'living']",3
3358,"['one', 'many', 'reason', 'shape', 'spectacularly', 'bad', 'investment', 'not', 'worry', 'get', 'appal', 'economics', 'substantial', 'bump', 'road', 'well']",1
3359,"['mean', 'wework', 'ipo', 'might', 'trash', 'also', 'tbf', 'umbrella', 'jammed', 'door', 'regus', 'day', 'not', 'think', 'anyone', 'would', 'notice']",1
3360,"['daredevil', 'unicorn', 'wework', 'juul', 'uber', 'play', 'fire']",1
3361,"['convolute', 'business', 'call', 'wework', 'read', 'thread']",2
3362,"['london', 'office', 'space', 'deal', 'falter', 'amid', 'fallout', 'wework', 'cancel', 'ipo', 'zero', 'hedge']",2
3363,"['thread', 'thread', 'within', 'hack', 'silicon', 'valley', 'plot', 'wild', 'living', 'age', 'wework', 'uber', 'bird', 'salad', 'apps', 'google', 'reserve']",1
3364,"['medium', 'twitterati', 'love', 'tell', 'adam', 'neumann', 'wework', 'scandal', 'unique', 'something', 'special', 'scale', 'mechanism', 'extremely', 'common', 'silicon', 'valley', 'everyone', 'want', 'scapegoat', 'real', 'story', 'scale', 'long', 'tail']",1
3365,"['late', 'trouble', 'surround', 'wework', 'yahoo', 'news']",2
3366,"['uber', 'wework', 'multi-billion-dollar', 'bet', 'office', 'space', 'appear', 'lose', 'luster']",1
3367,"['softbank', 'take', 'control', 'wework', 'part', 'bailout', 'founder', 'adam', 'neumann', 'leaf', 'board', 'financial', 'post']",2
3368,"['point', 'malfeasance', 'become', 'fraud', 'scott', 'galloway', 'wework', 'via']",1
3369,"['plus', 'lot', 'people', 'mention', 'wework', 'not', 'even', 'commercial', 'real', 'estate', 'world', 'enterprise', 'model', 'scale', 'may', 'begin', 'would', 'rent', 'run', 'office']",2
3370,"['softbank', 'plan', 'second', 'mega-fund', 'hit', 'wework', 'debacle']",2
3371,"['well', 'not', 'fuck', 'platform', 'around', 'money', 'burning', 'venture', 'not', 'fuck', 'like', 'attempt']",1
3372,['wework'],2
3373,"['plumbing', 'not', 'broken', 'goldman', 'sachs', 'ceo', 'say', 'wework', 'fail', 'ipo']",2
3374,"['wework', 'weighs', 'pullback', 'china', 'part', 'cost', 'cut', 'wsj']",2
3375,['weworkからのwewin'],3
3376,"['hope', 'someday', 'decent', 'explains', 'wtf', 'happen', 'wework']",1
3377,"['wework', 'show', 'venture', 'capitalist', 'world', 'make-believe']",1
3378,"['wework', '47', 'billion', 'valuation', 'always', 'fiction', 'create', 'softbank']",1
3379,"['wework', 'ex-ceo', 'accuse', 'pregnancy', 'discrimination', 'former', 'employee']",1
3380,"['thank', 'everyone', 'make', 'instagram', 'marketing', 'workshop', 'thanks', 'wework', 'host']",3
3381,"['wework', '47', 'billion', 'valuation', 'softbank', 'fiction']",2
3382,"['billionaire', 'oracle', 'cofounder', 'larry', 'ellison', 'call', 'embattle', 'wework', 'almost', 'worthless', 'wework', 'rent', 'building', 'break', 'rent']",1
3383,"['wework', 'co-founder', 'adam', 'neumann', 'reportedly', 'get', '1.7', 'billion', 'deal', 'softbank', 'take', 'control', 'troubled', 'company']",2
3384,"['whether', 'labor', 'cost', 'uber', 'lyft', 'real-estate', 'cost', 'wework', 'upstart', 'renegade', 'get', 'cut', 'public', 'square', 'enterprise-software', 'company', 'building', 'profitable', 'business', 'sell', 'shovel', 'gold', 'rush']",1
3385,"['tiene', 'goyete', 'wework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'wsj', 'see']",2
3386,"['come', 'back', 'oakland', 'office', 'light', 'pg', 'thing', 'wework', 'thing', 'coworker', 'asks', 'wearily']",1
3387,"['hubris', 'high-flyer', 'investor', 'brought', 'wework', 'founder', 'earth']",2
3388,"['daily', 'crunch', 'wework', 'delay', 'ipo']",2
3389,"['wework', 'lay', '2,000', 'deloitte', 'marketing', 'report', 'reveals', 'experience', 'debt', 'linkedin', 'debut', 'employee', 'engagement', 'feature']",2
3390,"['exclusive', 'china', 'wework', 'equivalent', 'ucommune', 'file', 'ipo']",2
3391,"['report', 'softbank', 'take', 'control', 'wework', '8b', 'valuation']",2
3392,"['technology', 'gilliantan', 'roughly', '5bn', 'financing', 'package', 'include', 'least', '2bn', 'unsecured', 'payment-in-kind', 'note', 'unusually', 'hefty', '15', 'coupon', 'wework', 'prefer', 'solution', 'v', 'sell', 'dilutive', 'stake', 'softbank', 'dscigliuz']",2
3393,"['change', 'game', 'many', 'entrepreneur', 'offering', 'quality', 'work', 'space', 'company', 'still', 'grow', 'future', 'ceo', 'continue', 'grow']",3
3394,"['meltdown', 'show', 'pitfall', 'personality', 'cult', 'report']",2
3395,"['wework', 'ipo', 'filing', 'withdrawn', 'roadshow', 'lead', 'dead', 'end']",2
3396,"['haha', 'omg', 'rn']",1
3397,"['デジタルハリウッドstudioなんば', 'weworkなんばスカイオ', '内に2019年10月開設']",2
3398,"['wework', 'reportedly', 'get', 'esports', 'play', 'could', 'rent', 'offfice', 'space', 'professional', 'game', 'event', 'via', 'entm.ag/do71']",2
3399,[],2
3400,"['cash-strapped', 'wework', 'pull', '60', 'million', 'uk', 'unit', 'almost', 'triple', 'division', 'debt', 'last', 'year']",2
3401,"['wework', 'say', 'least', '1,600', 'phone', 'booth', 'u', 'canada', 'office', 'contaminate', 'formaldehyde']",1
3402,"['adam', 'neumann', 'démissionne', 'de', 'son', 'poste', 'de', 'directeur', 'général']",2
3403,"['wework', 'turmoil', 'raise', 'high-stakes', 'question', 'office', 'share', 'via']",1
3404,"['refresh', 'whiff', 'long', 'overdue', 'reality', 'check', 'wework', 'ipo', 'debacle', 'highlight', 'failure', 'modern', 'brand', 'building']",2
3405,"['omg', 'hall', 'fame', 'thread']",2
3406,"['mizuho', 'financial', 'softbank', 'propose', 'wework', 'un', 'financement', 'lui', 'donnant', 'le', 'contrôle']",2
3407,"['wework', 'late', 'threat', 'landlord', 'copying', 'wework']",2
3408,"['wework', 'ipo', 'issue', 'seem', 'real', 'softbank', 'accord', 'report', 'invest', '10', 'billion', 'approx', '30', 'company', 'bloomberg', 'report', 'late', 'valuation', 'wework', '15', 'billion', 'whole', 'company']",2
3409,"['still', 'make', 'sense', 'wework', 'fascination', 'lending']",1
